Tipo_Pericia,Tipo_Local,Qtd_Objetos,Qtd_Fotos,Qtd_Fitas,Horario_Exame,Delegacia,Tecnica_Utilizada,Violencia_Domestica,Vitima_Idosa,Classificacao_Prioridade
Feminicídio,Residência,0,5,0,2023-11-25 13:09:00,DRFC (Furtos),"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,1.0
Adulteração de Placa e/ou Lacre,Hospital,1,12,1,2023-09-20 02:13:00,3ª DP,Luz forense/lanterna,False,True,0.3048
Tráfico de Entorpecentes,Hospital,0,36,0,2023-01-07 19:36:00,DRFC (Furtos),"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.1393
Tentativa de Suicídio,Hospital,0,32,0,2023-09-15 02:09:00,1ª DP,Macrofotografia,True,True,0.4912
Tentativa de Homicídio,Via Pública,2,14,3,2023-12-22 20:44:00,2ª DP,Luz forense/lanterna,False,True,0.8943
Tráfico de Entorpecentes,Pátio,3,30,0,2023-13-45,DCA (Criança e Adolescente),"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.254
Tentativa de Suicídio,Área Rural,0,10,2,2023-12-29 10:00:00,DHPP (Homicídios),Empoamento,True,True,0.4033
Infanticídio,Via Pública,5,6,4,2023-07-28 19:40:00,DHPP (Homicídios),Macrofotografia,True,True,1.0
Desmanche de Veículos,DP,3,16,3,2023-10-13 20:53:00,3ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.4905
Roubo,DP,3,18,2,,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.4457
Ossada Encontrada,Hospital,2,61,1,2023-11-22 20:25:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",False,True,0.2672
Tráfico de Entorpecentes,Residência,5,10,11,2023-09-25 00:45:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",False,0,0.163
Tentativa de Homicídio,Área Rural,0,12,1,2023-04-28 13:24:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.8737
Extorsão,Pátio,1,16,2,2023-11-03 00:00:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.3549
Feto Encontrado,DP,2,5,0,2023-04-16 17:01:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia",True,True,0.9824
Homicídio,DP,4,12,0,2023-11-25 11:18:00,3ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.6832
Desmanche de Veículos,Via Pública,0,5,1,2023-05-17 13:10:00,1ª DP,"Empoamento, Luz forense/lanterna",True,False,0.2744
Aborto,Pátio,0,8,0,,2ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1353
Violação de Domicílio,Hospital,0,20,0,2023-06-05 14:16:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,True,0.2763
Abandono de Incapaz,Residência,0,10,0,2023-03-09 12:30:00,1ª DP,Empoamento,False,False,0.7211
Desmanche de Veículos,Área Rural,9,60,0,2023-09-20 12:25:00,DHPP (Homicídios),Luz forense/lanterna,False,False,0.1832
Receptação,Estabelecimento Comercial,2,8,2,2023-10-21 07:02:00,1ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1325
Explosão (com vítima),Pátio,0,22,6,2023-12-26 14:41:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",False,True,0.5462
Suicídio,Via Pública,3,19,3,2023-12-25 07:55:00,2ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,True,0.2704
Pichação,Via Pública,3,69,0,2023-04-05 06:48:00,1ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.1216
Pichação,Via Pública,0,5,6,2023-03-12 02:19:00,3ª DP,Luz forense/lanterna,False,False,0.1178
Feto Encontrado,Estabelecimento Comercial,3,7,2,2023-11-15 11:21:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.8245
Dano,Hospital,4,27,2,2023-01-12 11:12:00,1ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.3436
Eletroplessão,Estabelecimento Comercial,0,17,1,2023-03-21 07:01:00,DCA (Criança e Adolescente),Empoamento,False,True,0.2833
Tentativa de Suicídio,Pátio,1,30,2,31/02/2023 25:00:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1779
Extorsão,Estabelecimento Comercial,1,31,1,2023-02-08 15:28:00,DEAM (Mulher),Macrofotografia,True,False,0.5837
Furto d'água,Residência,0,56,0,2023-07-21 05:27:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.2655
Furto Qualificado (arrombamento),Hospital,4,19,0,2023-02-20 21:21:00,3ª DP,Empoamento,True,False,0.315
Abandono de Incapaz,DP,2,5,0,2023-08-25 09:13:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.8734
Eletroplessão,DP,0,20,0,2023-09-26 03:22:00,1ª DP,Macrofotografia,False,True,0.2865
Abandono de Incapaz,Pátio,5,17,0,2023-09-07 15:34:00,2ª DP,"Empoamento, Luz forense/lanterna",False,False,0.6825
Eletroplessão,Residência,0,22,0,2023-08-16 22:43:00,DEAM (Mulher),luz forense/lanterna,True,False,0.3416
Tentativa de Suicídio,Estabelecimento Comercial,4,20,0,2023-09-02 22:32:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.1485
Violação de Domicílio,Pátio,1,11,5,2023-04-14 14:00:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",True,False,0.2981
Aborto,Área Rural,8,29,0,2023-11-25 05:41:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento",False,False,0.1702
Furto,Hospital,1,41,2,2023-02-06 19:46:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",True,False,0.3351
Maus Tratos de Animal,Via Pública,1,26,0,2023-09-06 12:09:00,2ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.3184
Furto,Pátio,0,6,0,2023-11-04 20:57:00,2ª DP,Luz forense/lanterna,True,False,0.2963
Lesão Corporal,DP,999999,9,3,2023-10-02 14:39:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",False,False,0.4439
Dano Seguido de Lesão Corporal,Via Pública,5,6,0,2023-09-01 13:36:00,DHPP (Homicídios),Macrofotografia,True,False,0.5056
Tráfico de Entorpecentes,Hospital,4,13,1,2023-06-24 23:39:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna, Macrofotografia",,True,0.2651
Dano,Terreno Baldio,0,49,0,2023-03-07 22:28:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1096
Lesão Corporal,DP,4,8,0,2023-07-12 08:45:00,DCA (Criança e Adolescente),Macrofotografia,True,True,0.6806
Pichação,Residência,0,10,0,2023-05-21 11:52:00,DEAM (Mulher),Luz forense/lanterna,True,True,0.4674
Tentativa de Suicídio,DP,1,19,1,2023-10-11 05:14:00,2ª DP,Macrofotografia,True,False,0.3323
Furto d'água,Área Rural,6,7,3,2023-11-09 01:47:00,DRFC (Furtos),Luz forense/lanterna,False,True,0.3127
Violação de Domicílio,Residência,1,23,0,2023-04-17 21:41:00,3ª DP,"Luz forense/lanterna, Empoamento",False,False,0.1705
Arremesso de Projétil,Estabelecimento Comercial,1,9,0,2023-07-14 16:50:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.1377
Afogamento,Via Pública,0,15,2,2023-11-10 21:23:00,2ª DP,Empoamento,False,False,0.1988
Violação de Domicílio,DP,5,6,1,2023-11-14 12:28:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia",1,False,0.2595
Abandono de Incapaz,Estabelecimento Comercial,0,20,1,2023-02-14 06:05:00,2ª DP,Macrofotografia,True,False,0.8736
Ameaça,Via Pública,2,30,0,2023-07-27 00:35:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",1,True,0.4531
Tráfico de Entorpecentes,Via Pública,3,11,0,2023-02-04 20:19:00,3ª DP,"Empoamento, Macrofotografia",True,False,0.2841
Ossada Encontrada,Área Rural,1,5,0,2023-08-09 20:48:00,1ª DP,"Empoamento, Macrofotografia",False,True,0.2504
Estelionato,Residência,0,59,6,2023-10-20 01:42:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.3328
Explosão (com vítima),Área Rural,0,19,0,2023-11-12 07:01:00,1ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,Sim,0.7182
Morte Aparentemente Natural,Residência,1,31,2,2023-02-11 02:00:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.2568
Furto Qualificado (arrombamento),Residência,13,37,0,2023-05-31 16:06:00,1ª DP,Empoamento,True,False,0.3223
Abandono de Incapaz,Residência,7,61,0,2023-01-21 05:01:00,1ª DP,"Luz forense/lanterna, Macrofotografia",True,True,0.9677
Homicídio,DP,7,29,5,2023-11-18 16:29:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.8673
Feminicídio,Pátio,1,8,3,2023-04-03 05:59:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia",True,True,1.0
Roubo,Via Pública,4,15,1,2023-08-26 10:57:00,2ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.5857
Local de Estupro e/ou Veículo Envolvido em Estupro,Residência,2,25,0,2023-06-30 13:28:00,3ª DP,"Empoamento, Luz forense/lanterna",True,False,0.8695
Marca em Animal,Residência,16,38,0,2023-06-23 15:08:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna",False,False,0.1276
Lesão Corporal,Estabelecimento Comercial,4,11,3,2023-06-20 21:29:00,1ª DP,Empoamento,True,False,0.5269
Suicídio,Hospital,4,17,0,2023-11-28 17:24:00,2ª DP,Empoamento,True,False,0.3301
Afogamento,Pátio,3,17,0,2023-03-20 02:52:00,DEAM (Mulher),Empoamento,False,False,0.1953
Suicídio,Hospital,0,21,0,2023-09-09 00:04:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",True,True,0.4545
Violação de Sepultura,Área Rural,0,83,0,2023-05-21 18:57:00,2ª DP,"Macrofotografia, Empoamento",False,False,0.1911
Local de Estupro e/ou Veículo Envolvido em Estupro,Pátio,3,6,2,2023-08-15 20:30:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento",False,False,0.7316
Eletroplessão,Área Rural,1,23,3,2023-10-22 23:26:00,DCA (Criança e Adolescente),LUZ FORENSE/LANTERNA,True,True,0.4724
Furto Qualificado (arrombamento),Área Rural,1,30,0,2023-09-04 14:11:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento",True,False,0.3227
Furto d'água,Terreno Baldio,0,32,0,2023-09-25 06:44:00,3ª DP,Macrofotografia,True,False,0.2541
Tentativa de Suicídio,Pátio,0,13,0,2023-11-05 23:18:00,2ª DP,Empoamento,False,False,0.1509
Incêndio (sem vítima),Via Pública,3,31,1,2023-03-27 01:17:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1615
Pichação,Via Pública,3,26,0,2023-03-21 12:16:00,2ª DP,Macrofotografia,True,True,0.499
Ameaça,Pátio,0,49,0,2023-09-28 14:46:00,DRFC (Furtos),Luz forense/lanterna,False,True,0.2656
Roubo Com Estupro,Hospital,0,53,2,2023-02-15 19:20:00,3ª DP,Macrofotografia,False,True,0.847
Exercício Arbitrário das Próprias Razões,Via Pública,0,11,0,data_invalida,DRFC (Furtos),Empoamento,True,False,0.3013
Tentativa de Suicídio,Pátio,3,17,6,2023-03-14 20:37:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.2919
Latrocínio e/ou Tentativa de Latrocínio,Terreno Baldio,4,16,3,2023-02-01 23:00:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.7124
Abandono de Incapaz,Residência,2,35,2,2023-13-45,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,True,0.816
Abandono de Incapaz,Pátio,1,53,2,2023-04-29 23:14:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.8886
Aborto,Estabelecimento Comercial,2,23,1,2023-12-28 06:48:00,1ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.4686
Incêndio (com vítima),Residência,9,5,2,2023-10-18 11:51:00,3ª DP,"Empoamento, Macrofotografia",False,True,0.5532
Incêndio (sem vítima),Via Pública,0,55,2,2023-06-13 13:13:00,2ª DP,"Luz forense/lanterna, Empoamento",False,False,0.1367
Tentativa de Suicídio,Área Rural,7,39,6,2023-12-23 18:32:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.3343
,Terreno Baldio,3,8,3,2023-05-04 00:05:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1621
Furto em Interior de Veículo,Via Pública,0,28,1,2023-08-02 17:34:00,1ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4258
Morte Aparentemente Natural,Via Pública,3,53,1,2023-03-09 23:52:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,1,0.3376
Receptação,DP,4,26,0,2023-05-11 01:09:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",True,True,0.4874
Infanticídio,DP,2,83,2,2023-05-22 14:46:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,1.0
Eletroplessão,Hospital,0,7,0,2023-05-26 00:34:00,1ª DP,"Macrofotografia, Empoamento",False,False,0.1441
Ossada Encontrada,Via Pública,0,32,0,2023-05-13 07:33:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento",True,True,0.4655
Suicídio,Terreno Baldio,5,13,2,2023-08-06 09:48:00,1ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.1087
Disparo de Arma de Fogo,Área Rural,0,7,0,2023-03-30 10:41:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.5001
Arremesso de Projétil,Residência,4,30,1,2023-09-05 09:51:00,1ª DP,Empoamento,True,False,0.2605
Estelionato,Residência,2,25,2,2023-12-12 10:19:00,2ª DP,Macrofotografia,True,False,0.3283
Lesão Corporal,Residência,0,13,0,2023-08-25 08:46:00,2ª DP,"Macrofotografia, Empoamento",True,False,0.5079
Feminicídio,Estabelecimento Comercial,1,9,0,2023-10-31 06:35:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia",False,False,0.7004
Incêndio (sem vítima),Terreno Baldio,1,-2,5,2023-12-26 11:25:00,DEAM (Mulher),Empoamento,True,False,0.3316
Morte Aparentemente Natural,Área Rural,1,24,0,2023-09-04 15:07:00,3ª DP,"Luz forense/lanterna, Empoamento",False,False,0.1549
Eletroplessão,Terreno Baldio,0,12,1,2023-05-12 22:32:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,False,0.2954
Explosão (com vítima),DP,0,32,5,2023-05-12 02:21:00,3ª DP,Luz forense/lanterna,True,True,0.7039
Feminicídio,DP,5,14,1,2023-03-21 02:24:00,2ª DP,Macrofotografia,True,False,0.8546
Feto Encontrado,Estabelecimento Comercial,0,9,0,2023-02-04 22:36:00,3ª DP,Macrofotografia,False,False,0.6906
Lesão Corporal,Hospital,0,37,6,2023-11-18 02:35:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento",True,False,0.5332
Pichação,Área Rural,2,21,0,2023-13-45,3ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.2785
Marca em Animal,Pátio,0,8,0,2023-11-04 17:12:00,DEAM (Mulher),"Empoamento, Macrofotografia",False,False,0.1921
Roubo,Terreno Baldio,2,16,1,2023-11-20 03:42:00,3ª DP,Macrofotografia,True,False,0.5682
Tentativa de Suicídio,Pátio,3,48,2,2023-03-10 02:07:00,2ª DP,"Macrofotografia, Luz forense/lanterna",False,False,0.1804
Feto Encontrado,Hospital,1,49,0,2023-07-02 12:28:00,1ª DP,Empoamento,False,False,0.7015
Furto de Energia Elétrica ou Termodinâmica,Área Rural,2,6,0,2023-04-30 16:41:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento",False,False,0.1259
Furto Qualificado (arrombamento),DP,4,21,2,2023-12-06 09:43:00,2ª DP,Empoamento,0,True,0.3329
Marca em Animal,Residência,0,23,0,2023-11-16 13:33:00,1ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",False,True,0.2904
Estelionato,Área Rural,0,43,3,2023-11-08 12:39:00,2ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.4105
Explosão (com vítima),Estabelecimento Comercial,0,9,7,2023-06-05 08:03:00,1ª DP,Empoamento,True,True,0.6727
Extorsão,Via Pública,2,27,0,2023-07-03 16:20:00,DEAM (Mulher),Empoamento,False,true,0.5843
Explosão (sem vítima),Terreno Baldio,5,14,0,2023-03-29 00:57:00,2ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.1145
Ossada Encontrada,DP,2,22,0,2023-08-08 08:50:00,DCA (Criança e Adolescente),Macrofotografia,True,False,0.2754
Extorsão,Área Rural,3,6,3,2023-10-01 00:03:00,DRFC (Furtos),Luz forense/lanterna,True,True,0.7072
Explosão (com vítima),Estabelecimento Comercial,6,5,4,2023-02-08 19:08:00,2ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.5328
Eletroplessão,Via Pública,1,22,0,2023-08-02 21:07:00,3ª DP,Luz forense/lanterna,False,False,0.1662
Adulteração de Placa e/ou Lacre,DP,4,27,2,2023-09-27 15:04:00,2ª DP,"Empoamento, Luz forense/lanterna",False,False,0.1587
Maus Tratos de Animal,Estabelecimento Comercial,1,11,2,2023-08-05 03:38:00,DEAM (Mulher),Macrofotografia,True,False,0.2528
Furto Qualificado (arrombamento),Pátio,4,17,3,2023-08-14 09:53:00,1ª DP,"Empoamento, Luz forense/lanterna",True,False,0.3161
Receptação,Residência,7,5,0,2023-01-11 22:12:00,DCA (Criança e Adolescente),Empoamento,True,False,0.3056
Furto,Via Pública,0,29,6,2023-11-28 02:37:00,DHPP (Homicídios),Luz forense/lanterna,False,False,0.1599
Furto de Energia Elétrica ou Termodinâmica,DP,5,12,0,2023-07-21 07:48:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna",False,False,0.1734
Dano,Área_Rural,12,40,5,2023-03-13 00:20:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna",False,False,0.1732
Estelionato,Área Rural,8,34,1,2023-01-07 04:43:00,1ª DP,Empoamento,True,True,0.4566
Adulteração de Placa e/ou Lacre,Residência,4,54,3,2023-02-11 11:42:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1631
Marca em Animal,Via Pública,3,6,9,2023-11-05 09:34:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",False,False,0.1444
Aborto,Terreno Baldio,9,7,2,2023-03-22 08:29:00,DEAM (Mulher),Macrofotografia,True,False,0.281
Morte Aparentemente Natural,Terreno Baldio,6,5,0,2023-12-15 10:15:00,1ª DP,Empoamento,False,False,0.1248
Local de Estupro e/ou Veículo Envolvido em Estupro,Terreno Baldio,3,11,3,2023-09-24 20:03:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,True,0.99
Marca em Animal,Pátio,6,19,0,2023-06-29 12:23:00,2ª DP,"Empoamento, Luz forense/lanterna",False,False,0.1955
Dano,Via Pública,6,28,0,2023-02-24 15:36:00,DRFC (Furtos),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.1628
Incêndio (com vítima),Pátio,1,6,2,2023-09-05 06:54:00,DCA (Criança e Adolescente),Empoamento,True,False,0.5665
Feto Encontrado,Pátio,0,25,0,2023-07-19 03:25:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",True,False,0.805
Feminicídio,Terreno Baldio,8,8,1,2023-04-23 08:40:00,DEAM (Mulher),"Empoamento, Macrofotografia",True,False,0.8889
Furto d'água,Hospital,0,8,7,2023-01-15 13:27:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,False,0.3266
Explosão (com vítima),Hospital,3,17,1,2023-04-16 02:53:00,2ª DP,Empoamento,False,True,0.5725
Disparo de Arma de Fogo,Pátio,2,17,0,2023-01-01 13:27:00,2ª DP,"Empoamento, Luz forense/lanterna",True,True,0.706
Exercício Arbitrário das Próprias Razões,Via Pública,10,9,1,2023-06-25 18:15:00,DRFC (Furtos),"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.2901
Furto de Energia Elétrica ou Termodinâmica,Pátio,16,89,4,2023-05-24 19:29:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento, Luz forense/lanterna",False,True,0.289
Furto de Energia Elétrica ou Termodinâmica,Pátio,3,21,0,2023-01-05 00:13:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4848
Latrocínio e/ou Tentativa de Latrocínio,Hospital,9,22,2,2023-10-29 17:04:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.6715
Incêndio (com vítima),Estabelecimento Comercial,1,26,1,2023-06-10 22:52:00,2ª DP,Macrofotografia,False,True,0.5575
Furto Qualificado (arrombamento),Via Pública,4,21,2,2023-04-27 01:35:00,DEAM (Mulher),Macrofotografia,True,False,0.2993
Exercício Arbitrário das Próprias Razões,Pátio,0,62,2,2023-01-19 05:14:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,False,0.2882
Marca em Animal,Terreno Baldio,2,18,0,2023-02-10 12:54:00,3ª DP,"Macrofotografia, Empoamento",True,False,0.2688
Eletroplessão,DP,2,31,1,2023-09-28 12:08:00,3ª DP,Empoamento,True,1,0.4127
Desmanche de Veículos,DP,4,49,0,2023-11-12 06:21:00,1ª DP,"Empoamento, Luz forense/lanterna",True,False,0.2702
Latrocínio e/ou Tentativa de Latrocínio,Terreno Baldio,10,43,3,2023-08-26 10:11:00,DEAM (Mulher),Luz forense/lanterna,False,True,0.8111
Local de Estupro e/ou Veículo Envolvido em Estupro,Hospital,1,91,0,2023-04-29 21:25:00,2ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.8428
Feto Encontrado,Pátio,0,37,1,2023-03-21 02:01:00,3ª DP,Macrofotografia,False,False,0.7255
Estelionato,Pátio,5,20,1,2023-03-12 03:42:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.3265
Furto Qualificado (arrombamento),Área Rural,0,29,7,2023-05-25 03:14:00,1ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.2889
Lesão Corporal,Hospital,1,33,999999,2023-06-21 16:10:00,3ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.5652
Afogamento,Terreno Baldio,0,14,0,2023-04-27 22:28:00,3ª DP,"Macrofotografia, Luz forense/lanterna",False,False,0.1526
Latrocínio e/ou Tentativa de Latrocínio,Área Rural,2,47,3,2023-08-16 01:41:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",False,True,0.8923
Estelionato,Terreno Baldio,2,21,4,2023-08-17 03:32:00,1ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.4508
Adulteração de Placa e/ou Lacre,Estabelecimento Comercial,2,24,1,2023-08-14 23:34:00,DCA (Criança e Adolescente),Empoamento,Sim,False,0.1297
Explosão (com vítima),Residência,2,39,0,2023-03-07 23:34:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna",False,True,0.5694
Feto Encontrado,Área Rural,0,10,2,2023-01-22 18:24:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.8154
Dano Seguido de Lesão Corporal,Hospital,4,70,1,2023-03-26 17:10:00,3ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.5615
Veículo Localizado (furtado ou roubado),Terreno Baldio,3,51,6,2023-03-19 03:17:00,3ª DP,Luz forense/lanterna,True,False,0.3355
Furto em Interior de Veículo,Residência,0,64,2,2023-04-08 03:34:00,1ª DP,"Empoamento, Luz forense/lanterna",True,False,0.3269
Explosão (com vítima),DP,2,17,3,2023-08-24 12:19:00,2ª DP,"Luz forense/lanterna, Macrofotografia",True,True,0.7357
Estelionato,Terreno Baldio,0,54,2,2023-02-07 02:14:00,2ª DP,Luz forense/lanterna,True,False,0.2531
Tentativa de Suicídio,Via Pública,7,12,8,2023-03-06 05:46:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia",False,False,0.1029
Cadáver Encontrado,Hospital,0,31,2,2023-12-26 04:14:00,3ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.168
Suicídio,DP,1,44,1,2023-06-10 10:11:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna",False,True,0.3128
Furto Qualificado (arrombamento),Pátio,1,48,0,2023-02-08 08:42:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna",False,False,0.1527
Explosão (sem vítima),Terreno Baldio,0,21,0,2023-05-08 00:24:00,2ª DP,Macrofotografia,True,False,0.2821
Incêndio (com vítima),Estabelecimento Comercial,2,27,3,2023-07-22 21:47:00,DRFC (Furtos),Empoamento,True,False,0.5823
Tentativa de Homicídio,Terreno Baldio,1,20,7,2023-07-10 06:23:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna",True,False,0.8117
Cadáver Encontrado,Via Pública,9,6,2,2023-03-12 07:39:00,2ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,True,0.2629
Morte Aparentemente Natural,DP,7,10,0,2023-11-26 22:10:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.3128
Estelionato,Pátio,0,22,0,2023-04-23 21:40:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,True,0.2801
Incêndio (sem vítima),DP,8,5,0,2023-01-26 05:18:00,1ª DP,Luz forense/lanterna,True,False,0.2973
Furto Qualificado (arrombamento),Área Rural,0,20,0,2023-11-15 17:11:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento",False,False,0.1331
Pichação,Terreno Baldio,5,32,0,2023-06-19 11:11:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.3452
Latrocínio e/ou Tentativa de Latrocínio,Estabelecimento Comercial,0,72,-7,2023-05-15 14:00:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,False,0.8501
Furto,DP,0,6,,2023-10-19 09:21:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.343
Lesão Corporal,Área Rural,0,50,2,2023-08-06 11:43:00,1ª DP,Luz forense/lanterna,True,True,0.7333
Adulteração de Placa e/ou Lacre,DP,2,41,1,2023-09-01 06:25:00,3ª DP,"Macrofotografia, Empoamento",True,False,0.3135
Cadáver Encontrado,Via Pública,1,26,3,2023-03-31 13:04:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.2819
Suicídio,Área Rural,2,14,0,2023-10-19 14:31:00,DCA (Criança e Adolescente),Empoamento,False,False,0.1583
Furto,Área Rural,2,22,2,2023-06-15 22:47:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna",True,False,0.3267
Explosão (com vítima),Via Pública,1,23,4,2023-12-17 15:14:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia, Empoamento",True,True,0.7401
Feto Encontrado,DP,9,13,3,2023-10-23 09:13:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.7346
