Tipo_Pericia,Tipo_Local,Qtd_Objetos,Qtd_Fotos,Qtd_Fitas,Horario_Exame,Delegacia,Tecnica_Utilizada,Violencia_Domestica,Vitima_Idosa,Classificacao_Prioridade
Ameaça,Área Rural,0,8,0,2023-01-14 07:04:00,DEAM (Mulher),"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.486
Local de Estupro e/ou Veículo Envolvido em Estupro,Residência,2,25,0,2023-10-09 06:56:00,DHPP (Homicídios),Macrofotografia,True,False,0.8883
Receptação,Terreno Baldio,0,32,1,2023-03-24 10:30:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.3018
Pichação,Terreno Baldio,1,26,0,2023-07-17 20:48:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",False,False,0.1143
Eletroplessão,Via Pública,5,9,0,2023-11-11 08:56:00,2ª DP,"Empoamento, Luz forense/lanterna",True,False,0.2837
Cadáver Encontrado,Via Pública,1,46,1,2023-09-07 04:35:00,DEAM (Mulher),"Macrofotografia, Empoamento",False,True,0.3333
Feminicídio,Pátio,7,27,2,2023-06-20 18:48:00,2ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.8929
Incêndio (com vítima),Hospital,3,43,3,2023-11-29 04:44:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.7104
Arremesso de Projétil,Hospital,1,9,0,2023-11-15 23:32:00,DEAM (Mulher),Empoamento,True,False,0.3317
Ossada Encontrada,DP,3,18,1,2023-08-23 01:26:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna, Macrofotografia",True,True,0.4106
Adulteração de Placa e/ou Lacre,Terreno Baldio,8,26,1,2023-02-17 04:32:00,DHPP (Homicídios),Luz forense/lanterna,False,False,0.1791
Marca em Animal,Estabelecimento Comercial,15,7,3,2023-04-01 03:13:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.1596
Tentativa de Homicídio,Estabelecimento Comercial,2,11,1,2023-01-09 15:17:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.9831
Explosão (com vítima),Terreno Baldio,1,28,0,2023-12-14 07:35:00,2ª DP,Empoamento,False,False,0.3679
Afogamento,Via Pública,0,43,0,2023-12-13 16:35:00,DRFC (Furtos),Macrofotografia,True,False,0.259
Eletroplessão,DP,0,9,0,2023-03-27 10:26:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",False,True,0.308
Furto de Energia Elétrica ou Termodinâmica,Estabelecimento Comercial,2,17,0,2023-06-16 08:18:00,1ª DP,"Macrofotografia, Empoamento",False,False,0.1931
Violação de Sepultura,Residência,1,42,1,2023-09-04 05:51:00,DRFC (Furtos),Empoamento,True,False,0.3434
Feminicídio,Residência,11,5,1,2023-07-27 08:45:00,1ª DP,Macrofotografia,True,True,0.9604
Violação de Domicílio,Área Rural,3,14,4,2023-03-03 16:37:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,False,0.2976
Local de Estupro e/ou Veículo Envolvido em Estupro,Via Pública,6,10,0,2023-08-02 08:31:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia, Empoamento",True,False,0.895
Ossada Encontrada,Estabelecimento Comercial,0,34,0,2023-11-26 03:09:00,2ª DP,Empoamento,False,False,0.1137
Afogamento,Via Pública,1,8,0,2023-07-25 19:53:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.2592
Suicídio,DP,1,70,3,2023-10-22 18:38:00,DEAM (Mulher),"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.1116
Tentativa de Suicídio,Via Pública,1,40,0,2023-06-09 07:51:00,DHPP (Homicídios),"Macrofotografia, Empoamento",True,True,0.4184
Homicídio,Via Pública,7,35,1,2023-02-11 04:27:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.6872
Aborto,DP,7,14,0,2023-11-22 20:26:00,2ª DP,"Macrofotografia, Empoamento",False,False,0.1701
Dano Seguido de Lesão Corporal,Estabelecimento Comercial,2,12,0,2023-05-09 01:21:00,DRFC (Furtos),"Empoamento, Macrofotografia",True,False,0.5693
Exercício Arbitrário das Próprias Razões,Hospital,0,22,0,2023-02-18 14:47:00,DEAM (Mulher),"Macrofotografia, Empoamento",True,True,0.4246
Ameaça,Residência,2,30,0,2023-11-27 19:50:00,2ª DP,"Macrofotografia, Luz forense/lanterna",True,False,0.3007
Furto d'água,Residência,0,11,0,2023-02-04 16:30:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.3405
Estelionato,Pátio,3,20,0,2023-12-26 14:01:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",False,True,0.2739
Veículo Localizado (furtado ou roubado),Via Pública,0,80,3,2023-06-24 18:30:00,2ª DP,Empoamento,True,False,0.342
Eletroplessão,Residência,2,24,2,2023-11-15 11:28:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",False,False,0.1417
Roubo Com Estupro,DP,2,11,0,2023-08-25 23:09:00,3ª DP,Empoamento,False,False,0.6627
Furto,Terreno Baldio,1,13,2,2023-11-10 08:02:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",False,False,0.1097
Ameaça,Estabelecimento Comercial,0,7,1,2023-11-02 01:49:00,DEAM (Mulher),"Luz forense/lanterna, Macrofotografia",True,True,0.4303
Veículo Localizado (furtado ou roubado),Residência,1,23,0,2023-04-18 11:09:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia",True,False,0.2764
Lesão Corporal,Via Pública,6,6,2,2023-12-22 16:32:00,DEAM (Mulher),Empoamento,True,False,0.5424
Afogamento,Estabelecimento Comercial,4,45,1,2023-07-11 16:07:00,3ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.2711
Violação de Domicílio,Hospital,1,10,0,2023-02-03 15:11:00,3ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.3074
Exercício Arbitrário das Próprias Razões,Pátio,0,8,0,2023-08-21 00:47:00,DEAM (Mulher),Macrofotografia,True,False,0.254
Marca em Animal,DP,4,18,8,2023-02-03 21:53:00,2ª DP,Macrofotografia,False,True,0.3065
Morte Aparentemente Natural,Estabelecimento Comercial,7,7,0,2023-01-02 21:50:00,DRFC (Furtos),"Empoamento, Macrofotografia",False,True,0.328
Adulteração de Placa e/ou Lacre,Hospital,0,28,0,2023-05-08 00:58:00,2ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.3349
Disparo de Arma de Fogo,Terreno Baldio,5,23,0,2023-12-06 16:30:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna",True,False,0.5603
Veículo Localizado (furtado ou roubado),Via Pública,0,41,0,2023-03-11 21:16:00,DRFC (Furtos),Luz forense/lanterna,True,False,0.2611
Local de Estupro e/ou Veículo Envolvido em Estupro,Pátio,1,31,0,2023-05-05 04:08:00,DRFC (Furtos),Empoamento,True,False,0.8265
Ameaça,Residência,6,54,0,2023-12-06 12:44:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.2609
Tráfico de Entorpecentes,Via Pública,0,12,0,2023-03-12 22:45:00,DHPP (Homicídios),Luz forense/lanterna,True,False,0.2633
Tráfico de Entorpecentes,Via Pública,6,12,8,2023-07-09 04:28:00,DRFC (Furtos),"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1732
Veículo Localizado (furtado ou roubado),Terreno Baldio,2,9,2,2023-06-13 02:34:00,DEAM (Mulher),"Empoamento, Macrofotografia",False,False,0.1516
Tráfico de Entorpecentes,Área Rural,1,19,7,2023-09-03 06:09:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna, Macrofotografia",True,True,0.477
Maus Tratos de Animal,Residência,1,14,8,2023-11-14 15:27:00,1ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.3339
Pichação,Pátio,0,19,4,2023-11-26 16:26:00,DEAM (Mulher),Macrofotografia,False,False,0.1204
Estelionato,Terreno Baldio,2,6,0,2023-01-21 08:13:00,DEAM (Mulher),Luz forense/lanterna,True,False,0.2757
Pichação,Área Rural,1,52,2,2023-10-08 10:50:00,2ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.2884
Desmanche de Veículos,Pátio,1,20,0,2023-09-19 10:18:00,3ª DP,"Macrofotografia, Luz forense/lanterna",True,True,0.454
Incêndio (sem vítima),Pátio,1,47,2,2023-12-31 06:58:00,1ª DP,"Empoamento, Luz forense/lanterna",False,True,0.3357
Arremesso de Projétil,Estabelecimento Comercial,2,16,0,2023-05-20 23:08:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,True,0.2664
Cadáver Encontrado,Via Pública,0,7,0,2023-01-25 13:05:00,1ª DP,Luz forense/lanterna,True,True,0.4316
Tentativa de Homicídio,Residência,0,7,0,2023-08-22 11:47:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento",True,True,1.0
Eletroplessão,Hospital,2,60,6,2023-05-02 14:23:00,2ª DP,Empoamento,False,False,0.1209
Disparo de Arma de Fogo,Hospital,1,13,1,2023-04-18 15:13:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna",True,False,0.5915
Dano,Pátio,0,5,4,2023-09-13 10:06:00,1ª DP,"Luz forense/lanterna, Macrofotografia",True,True,0.4301
Explosão (com vítima),Hospital,3,5,2,2023-04-30 09:51:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.5217
Infanticídio,Hospital,3,49,3,2023-01-07 08:15:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",False,True,0.8702
Marca em Animal,Terreno Baldio,0,30,5,2023-02-10 07:38:00,3ª DP,"Macrofotografia, Empoamento",False,False,0.1607
Furto Qualificado (arrombamento),Via Pública,0,64,12,2023-03-03 22:09:00,DHPP (Homicídios),"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.3263
Abandono de Incapaz,Hospital,3,26,2,2023-07-11 08:04:00,3ª DP,Macrofotografia,True,False,0.8644
Feto Encontrado,Terreno Baldio,4,9,3,2023-08-31 17:48:00,1ª DP,Luz forense/lanterna,False,False,0.684
Explosão (sem vítima),Estabelecimento Comercial,0,12,4,2023-05-18 18:02:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.3168
Abandono de Incapaz,Estabelecimento Comercial,3,9,0,2023-09-19 22:57:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento",True,True,0.9874
Ossada Encontrada,DP,7,8,1,2023-09-04 18:43:00,2ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1512
Furto em Interior de Veículo,Via Pública,1,14,2,2023-04-08 07:35:00,DRFC (Furtos),"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.473
Furto d'água,DP,2,31,0,2023-09-18 00:45:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.1236
Dano Seguido de Lesão Corporal,Terreno Baldio,0,33,3,2023-06-28 00:51:00,3ª DP,"Empoamento, Luz forense/lanterna",False,True,0.5532
Explosão (sem vítima),Hospital,1,43,2,2023-12-31 04:45:00,1ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.1926
Furto de Energia Elétrica ou Termodinâmica,Terreno Baldio,4,55,0,2023-06-16 19:41:00,3ª DP,"Empoamento, Luz forense/lanterna",False,True,0.2863
Veículo Localizado (furtado ou roubado),Residência,4,11,1,2023-03-09 03:07:00,DRFC (Furtos),"Macrofotografia, Empoamento",False,False,0.1121
Extorsão,Hospital,7,101,1,2023-05-04 15:02:00,3ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.4228
Homicídio,Residência,0,6,4,2023-08-03 09:09:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia, Empoamento",False,True,0.8884
Homicídio,Hospital,4,15,2,2023-07-18 11:36:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.8946
Marca em Animal,Residência,4,7,6,2023-09-08 08:46:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia",False,False,0.1759
Violação de Domicílio,Residência,3,10,0,2023-07-09 15:36:00,DEAM (Mulher),Luz forense/lanterna,True,False,0.2927
Disparo de Arma de Fogo,Área Rural,3,6,3,2023-07-09 13:13:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Macrofotografia",False,True,0.5707
Eletroplessão,Hospital,0,18,2,2023-11-13 03:13:00,DHPP (Homicídios),Macrofotografia,False,False,0.1179
Eletroplessão,DP,2,16,4,2023-11-06 03:42:00,DRFC (Furtos),"Macrofotografia, Empoamento, Luz forense/lanterna",False,False,0.1417
Tentativa de Suicídio,DP,3,34,0,2023-10-24 01:08:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",False,False,0.1406
Estelionato,Residência,3,28,0,2023-08-02 21:49:00,DEAM (Mulher),Macrofotografia,True,False,0.3426
Ossada Encontrada,Residência,6,8,1,2023-04-07 03:30:00,1ª DP,"Macrofotografia, Empoamento",True,True,0.4096
Violação de Domicílio,Terreno Baldio,1,48,0,2023-04-25 19:43:00,DHPP (Homicídios),"Empoamento, Macrofotografia",False,False,0.1181
Extorsão,DP,1,50,3,2024-01-01 17:22:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.4001
Pichação,Estabelecimento Comercial,5,18,3,2023-02-26 02:05:00,1ª DP,Empoamento,True,False,0.3064
Pichação,Terreno Baldio,3,36,0,2023-03-22 09:49:00,2ª DP,"Luz forense/lanterna, Macrofotografia, Empoamento",False,False,0.192
Violação de Sepultura,Via Pública,0,12,3,2023-08-23 03:48:00,DRFC (Furtos),"Empoamento, Macrofotografia",True,False,0.3484
Roubo,Estabelecimento Comercial,1,9,1,2023-04-07 02:21:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.5827
Ossada Encontrada,Estabelecimento Comercial,0,8,0,2023-01-10 20:07:00,DCA (Criança e Adolescente),"Macrofotografia, Empoamento",False,False,0.1131
Furto,DP,1,6,0,2023-11-10 14:00:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.3418
Feto Encontrado,Via Pública,0,31,0,2023-01-14 16:19:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna, Macrofotografia",False,False,0.6903
Lesão Corporal,Terreno Baldio,0,51,4,2023-02-16 18:59:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.5719
Furto Qualificado (arrombamento),Residência,0,68,0,2023-08-02 15:28:00,2ª DP,"Macrofotografia, Luz forense/lanterna",False,False,0.1368
Violação de Domicílio,Pátio,0,25,2,2023-03-25 10:54:00,DHPP (Homicídios),"Luz forense/lanterna, Empoamento",True,False,0.3053
Latrocínio e/ou Tentativa de Latrocínio,DP,1,8,10,2023-09-05 07:21:00,DRFC (Furtos),"Empoamento, Macrofotografia",False,True,0.8617
Ameaça,Estabelecimento Comercial,0,22,1,2023-12-29 11:58:00,3ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.3357
Suicídio,Pátio,4,29,2,2023-10-22 19:14:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,True,0.4196
Explosão (sem vítima),Pátio,11,74,1,2023-09-25 11:19:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,False,0.2628
Ameaça,Terreno Baldio,1,13,0,2023-11-15 15:05:00,2ª DP,"Macrofotografia, Empoamento",True,False,0.3166
Explosão (sem vítima),Estabelecimento Comercial,0,7,5,2023-02-17 12:21:00,DRFC (Furtos),Luz forense/lanterna,False,False,0.1379
Furto em Interior de Veículo,Residência,0,23,3,2023-04-09 02:31:00,DCA (Criança e Adolescente),Macrofotografia,True,False,0.3389
Local de Estupro e/ou Veículo Envolvido em Estupro,Área Rural,1,13,3,2023-06-23 19:05:00,1ª DP,"Macrofotografia, Luz forense/lanterna, Empoamento",True,False,0.8882
Furto de Energia Elétrica ou Termodinâmica,Estabelecimento Comercial,1,41,1,2023-09-02 23:45:00,2ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.25
Suicídio,Pátio,2,20,1,2023-07-12 03:24:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",False,False,0.1833
Lesão Corporal,Terreno Baldio,1,21,1,2023-12-24 19:05:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,False,0.5323
Ossada Encontrada,Residência,0,13,0,2023-07-26 06:57:00,2ª DP,Empoamento,True,False,0.255
Marca em Animal,Pátio,4,35,4,2023-07-26 12:30:00,DCA (Criança e Adolescente),Macrofotografia,True,False,0.2544
Eletroplessão,Estabelecimento Comercial,0,26,0,2023-11-20 07:13:00,DEAM (Mulher),"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.4458
Feto Encontrado,Terreno Baldio,0,9,1,2023-05-13 18:14:00,DCA (Criança e Adolescente),"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.7464
Tentativa de Suicídio,Pátio,6,32,2,2023-06-19 23:58:00,DEAM (Mulher),"Macrofotografia, Empoamento",False,False,0.1376
Suicídio,Estabelecimento Comercial,0,19,2,2023-01-07 01:35:00,3ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,True,0.4597
Marca em Animal,Hospital,3,61,3,2023-04-11 23:59:00,3ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,True,0.4667
Furto d'água,Terreno Baldio,0,47,5,2023-02-01 07:22:00,3ª DP,"Macrofotografia, Empoamento",False,False,0.1534
Ameaça,Via Pública,0,14,2,2023-06-09 04:36:00,2ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.323
Ameaça,Hospital,5,5,6,2023-08-04 00:13:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento",True,False,0.348
Infanticídio,Área Rural,2,5,2,2023-05-23 09:23:00,2ª DP,"Macrofotografia, Luz forense/lanterna",False,True,0.8858
Tráfico de Entorpecentes,Área Rural,0,22,1,2023-01-09 09:43:00,2ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.3012
Abandono de Incapaz,Estabelecimento Comercial,2,10,1,2023-11-08 23:14:00,2ª DP,Macrofotografia,True,True,0.9517
Roubo Com Estupro,DP,0,29,1,2023-05-01 08:57:00,1ª DP,"Empoamento, Macrofotografia",True,False,0.802
Marca em Animal,Hospital,1,23,0,2023-10-22 17:12:00,DCA (Criança e Adolescente),"Empoamento, Luz forense/lanterna",True,False,0.3046
Incêndio (com vítima),Hospital,4,32,0,2023-02-06 10:56:00,2ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,False,0.4315
Ossada Encontrada,Estabelecimento Comercial,0,71,2,2023-03-06 16:58:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",False,False,0.1011
Ossada Encontrada,Residência,0,10,7,2023-12-03 12:08:00,2ª DP,"Empoamento, Luz forense/lanterna",True,True,0.492
Pichação,Pátio,4,11,2,2023-03-30 22:32:00,3ª DP,Luz forense/lanterna,False,False,0.1599
Violação de Sepultura,Via Pública,1,14,3,2023-06-16 04:34:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",False,True,0.3094
Explosão (sem vítima),Pátio,7,11,0,2023-11-29 05:51:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.2562
Roubo Com Estupro,Terreno Baldio,1,6,1,2023-02-21 01:25:00,DEAM (Mulher),Luz forense/lanterna,False,True,0.8251
Cadáver Encontrado,Estabelecimento Comercial,1,19,1,2023-10-29 02:21:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",False,True,0.2754
Dano Seguido de Lesão Corporal,DP,6,13,0,2023-05-09 00:30:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,True,0.5514
Maus Tratos de Animal,Pátio,4,10,4,2023-04-11 23:42:00,DHPP (Homicídios),Empoamento,False,False,0.1154
Furto,Estabelecimento Comercial,3,27,0,2023-07-14 21:56:00,2ª DP,"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.3024
Roubo Com Estupro,Via Pública,3,23,0,2023-04-02 10:58:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,False,0.7283
Desmanche de Veículos,Via Pública,7,46,1,2023-04-29 20:45:00,DCA (Criança e Adolescente),Luz forense/lanterna,False,False,0.1607
Feto Encontrado,Pátio,5,5,5,2023-09-30 08:32:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento, Macrofotografia",True,False,0.8085
Violação de Domicílio,Área Rural,0,34,6,2023-11-22 12:47:00,DHPP (Homicídios),"Empoamento, Luz forense/lanterna, Macrofotografia",True,False,0.3441
Violação de Domicílio,Via Pública,0,6,2,2023-09-28 03:37:00,DRFC (Furtos),"Macrofotografia, Empoamento",False,False,0.1403
Explosão (com vítima),Via Pública,0,14,0,2023-10-27 17:27:00,1ª DP,"Macrofotografia, Empoamento, Luz forense/lanterna",True,False,0.575
Furto em Interior de Veículo,Terreno Baldio,0,25,0,2023-06-29 17:28:00,DRFC (Furtos),Empoamento,False,False,0.132
Arremesso de Projétil,Pátio,13,12,3,2023-12-17 05:02:00,2ª DP,"Macrofotografia, Empoamento",False,False,0.1589
Furto,Pátio,1,29,0,2023-09-24 17:44:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento",True,True,0.4729
Local de Estupro e/ou Veículo Envolvido em Estupro,Pátio,2,38,0,2023-07-30 04:58:00,2ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.8336
Local de Estupro e/ou Veículo Envolvido em Estupro,Área Rural,0,7,0,2023-02-15 12:18:00,2ª DP,Luz forense/lanterna,True,False,0.8492
Exercício Arbitrário das Próprias Razões,Terreno Baldio,6,6,4,2023-09-28 12:28:00,DCA (Criança e Adolescente),Macrofotografia,False,True,0.2543
Furto em Interior de Veículo,Área Rural,1,65,1,2023-02-04 12:03:00,DHPP (Homicídios),Macrofotografia,True,True,0.4936
Disparo de Arma de Fogo,Pátio,1,17,0,2023-06-07 18:00:00,DRFC (Furtos),Empoamento,False,True,0.5716
Violação de Domicílio,Residência,2,10,3,2023-07-30 21:56:00,1ª DP,Empoamento,False,False,0.1438
Tentativa de Suicídio,Hospital,6,43,0,2023-11-17 06:51:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna",True,True,0.4787
Arremesso de Projétil,Residência,7,7,2,2023-04-20 06:39:00,1ª DP,Luz forense/lanterna,True,True,0.442
Pichação,Terreno Baldio,0,55,0,2023-10-12 13:46:00,DHPP (Homicídios),"Macrofotografia, Luz forense/lanterna",True,True,0.4989
Cadáver Encontrado,Hospital,1,60,0,2023-06-28 23:58:00,DCA (Criança e Adolescente),Empoamento,False,False,0.1107
Marca em Animal,Estabelecimento Comercial,0,15,0,2023-06-14 00:55:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna",False,True,0.2664
Afogamento,Via Pública,1,8,3,2023-02-23 11:44:00,2ª DP,Empoamento,False,True,0.2737
Afogamento,DP,0,21,5,2023-11-16 10:53:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna",False,False,0.1773
Maus Tratos de Animal,DP,5,14,4,2023-06-05 21:36:00,DRFC (Furtos),Luz forense/lanterna,True,True,0.4911
Extorsão,Via Pública,2,8,2,2023-04-20 08:29:00,DEAM (Mulher),Luz forense/lanterna,False,False,0.3667
Veículo Localizado (furtado ou roubado),Residência,4,11,1,2023-08-25 10:24:00,DRFC (Furtos),Luz forense/lanterna,False,True,0.3244
Pichação,DP,8,5,0,2023-10-11 20:25:00,DRFC (Furtos),Empoamento,False,False,0.1945
Incêndio (sem vítima),Hospital,1,14,0,2023-05-31 12:50:00,DHPP (Homicídios),Luz forense/lanterna,False,False,0.1014
Exercício Arbitrário das Próprias Razões,Via Pública,5,10,6,2024-01-01 10:03:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna, Empoamento",False,False,0.1768
Homicídio,Terreno Baldio,0,11,1,2023-02-25 02:27:00,3ª DP,"Empoamento, Luz forense/lanterna",True,False,0.8633
Furto Qualificado (arrombamento),Hospital,2,90,1,2023-08-20 21:53:00,3ª DP,Empoamento,True,False,0.3191
Ossada Encontrada,Terreno Baldio,1,24,2,2023-11-15 00:50:00,3ª DP,"Luz forense/lanterna, Macrofotografia",True,True,0.4183
Receptação,DP,1,13,0,2023-10-11 09:48:00,2ª DP,"Luz forense/lanterna, Macrofotografia",True,False,0.3108
Afogamento,Estabelecimento Comercial,0,6,1,2023-12-16 09:00:00,3ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",False,True,0.3114
Homicídio,Pátio,1,27,0,2023-02-10 08:26:00,DHPP (Homicídios),"Luz forense/lanterna, Macrofotografia",False,False,0.7049
Homicídio,Área Rural,2,39,3,2023-08-12 19:27:00,DHPP (Homicídios),"Macrofotografia, Empoamento",False,False,0.7197
Tentativa de Suicídio,Via Pública,3,9,1,2023-07-20 09:19:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1472
Estelionato,Pátio,0,39,6,2023-08-29 12:32:00,DRFC (Furtos),"Empoamento, Macrofotografia",False,False,0.1775
Exercício Arbitrário das Próprias Razões,Estabelecimento Comercial,1,20,0,2023-11-17 02:44:00,DRFC (Furtos),"Empoamento, Luz forense/lanterna",True,True,0.4881
Furto,Terreno Baldio,0,7,0,2023-08-19 06:28:00,2ª DP,"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1234
Afogamento,Pátio,1,29,0,2023-12-02 01:34:00,DHPP (Homicídios),Empoamento,False,False,0.1827
Extorsão,DP,10,18,1,2023-08-29 21:01:00,1ª DP,"Macrofotografia, Luz forense/lanterna",False,False,0.4248
Furto de Energia Elétrica ou Termodinâmica,Estabelecimento Comercial,4,7,1,2023-12-03 19:57:00,DRFC (Furtos),"Macrofotografia, Luz forense/lanterna, Empoamento",True,True,0.4599
Dano,Área Rural,11,32,2,2023-12-09 19:01:00,DHPP (Homicídios),"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.4271
Disparo de Arma de Fogo,Estabelecimento Comercial,4,23,0,2023-02-25 04:18:00,DEAM (Mulher),"Empoamento, Luz forense/lanterna, Macrofotografia",False,True,0.5182
Tráfico de Entorpecentes,Estabelecimento Comercial,0,14,1,2023-02-23 09:26:00,DEAM (Mulher),"Macrofotografia, Luz forense/lanterna",True,False,0.3391
Morte Aparentemente Natural,Via Pública,1,13,5,2023-12-22 06:29:00,DRFC (Furtos),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1425
Arremesso de Projétil,Hospital,4,40,0,2023-10-16 20:22:00,DCA (Criança e Adolescente),"Macrofotografia, Luz forense/lanterna",True,False,0.3189
Feminicídio,Terreno Baldio,3,43,2,2023-03-05 23:58:00,3ª DP,"Empoamento, Macrofotografia",False,True,0.8499
Roubo,Hospital,5,25,0,2023-02-06 02:36:00,1ª DP,"Empoamento, Macrofotografia, Luz forense/lanterna",True,True,0.7315
Dano,DP,4,35,2,2023-03-24 11:51:00,DEAM (Mulher),"Luz forense/lanterna, Empoamento",False,False,0.127
Receptação,Estabelecimento Comercial,4,48,6,2023-10-19 02:10:00,DCA (Criança e Adolescente),"Luz forense/lanterna, Empoamento, Macrofotografia",False,False,0.1267
Veículo Localizado (furtado ou roubado),DP,2,26,1,2024-01-01 15:02:00,2ª DP,"Luz forense/lanterna, Macrofotografia",False,False,0.1432
Adulteração de Placa e/ou Lacre,Estabelecimento Comercial,0,5,4,2023-04-06 08:11:00,2ª DP,"Luz forense/lanterna, Empoamento",True,False,0.3437
